"","CBO.Ocupação.2002","Vínculo.Ativo.31.12","Escolaridade.após.2005","Qtd.Hora.Contr","Idade","Vl.Remun.Média.Nom","Sexo.Trabalhador","Tempo.Emprego"
"2142714",212410,1,8,40,27,4053.66,1,36.8
"2142751",212410,1,8,44,19,1544.51,1,2.5
"2142840",212420,1,8,44,38,2667.07,1,20.9
"2142895",212420,1,8,44,25,2621.91,1,44.9
"2142896",212420,1,8,44,22,1295.34,1,27.7
"2143047",212420,1,8,44,35,7550.2,1,131.9
"2143275",212420,1,8,44,23,1875.68,1,30.1
"2143318",212420,1,8,44,24,1829.86,1,26.8
"2143367",212415,1,8,44,28,3960.67,1,45.3
"2143721",212415,1,8,44,22,2759.49,1,21.2
"2143728",212420,1,8,44,20,1158,1,0.3
"2144041",212420,1,8,44,20,1374.81,1,8.8
"2144210",212410,1,8,44,23,1651.19,1,10.2
"2144416",212410,1,8,44,22,1700.16,1,1.9
"2144491",212420,1,8,40,29,3027.37,1,8.8
"2144582",212420,1,8,42,32,1394.35,1,32.7
"2144595",212420,1,8,44,22,1252.18,1,33.2
"2144596",212420,1,8,44,21,1182.4,1,14.9
"2144617",212420,1,8,44,33,2973.56,1,31.8
"2144636",212420,1,8,44,21,1261.18,1,31.6
"2144670",212420,1,8,36,21,2898.62,1,7.7
"2144685",212420,1,8,40,26,2974.12,1,15.7
"2144860",212420,1,8,44,19,1113.09,1,2.9
"2144862",212420,1,8,44,20,1113.09,1,2.9
"2144873",212420,1,8,44,27,2329.58,1,13.8
"2144915",212420,1,8,44,33,1783.71,1,25.4
"2144933",212420,1,8,44,26,2664.11,1,34.9
"2144935",212420,1,8,44,25,2701.86,1,7.7
"2144944",212420,1,8,44,26,1760,1,3.3
"2144947",212420,1,8,44,32,2286.13,1,11.8
"2144948",212420,1,8,44,19,1267.4,1,45.6
"2145042",212420,1,8,40,31,2372.63,1,27.7
"2145044",212420,1,8,40,26,1714.16,1,28.9
"2145124",212420,1,8,44,30,2320.96,1,55.9
"2145126",212420,1,8,44,26,1587.42,1,15
"2145160",212420,1,8,44,20,1200,1,0.9
"2145272",212420,1,8,44,22,1668.8,1,21.4
"2145279",212410,1,8,44,24,2572.81,1,37.8
"2145297",212420,1,8,44,34,3389.24,1,59.2
"2145298",212420,1,8,43,33,4771.59,1,59.2
"2145309",212420,1,8,44,20,1316.24,1,18.7
"2145310",212420,1,8,44,44,2221.11,1,33.9
"2145313",212420,1,8,44,36,2407.52,1,42.4
"2145315",212420,1,8,44,25,3954.58,1,56.7
"2145371",212420,1,8,44,27,2005.31,1,51.1
"2145432",212410,1,8,44,36,9436.51,1,56.9
"2145475",212420,1,8,44,31,1795.83,1,11.8
"2145476",212420,1,8,44,38,1325,1,11.8
"2145477",212420,1,8,44,33,2033,1,51.1
"2145699",212420,1,8,44,34,1966.6,1,15.9
"2145700",212420,1,8,44,28,1524.6,1,10.9
"2145702",212420,1,8,44,25,1728.22,1,5.8
"2145769",212420,1,8,44,27,1386.36,1,51.9
"2145774",212420,1,8,40,22,1553.32,1,15.2
"2145812",212420,1,8,42,24,1167.72,1,10.4
"2145814",212420,1,8,42,18,1260.35,1,2.2
"2145816",212420,1,8,44,21,1264.64,1,33.8
"2145820",212410,1,8,44,30,3647.92,1,30.4
"2145964",212420,1,8,44,25,1466.81,1,18.9
"2145965",212420,1,8,44,25,1358.68,1,18.9
"2146002",212415,1,8,44,27,5428.1,1,35.8
"2146057",212410,1,8,44,32,4116.3,1,99.9
"2146097",212420,1,8,44,28,3573.72,1,23.1
"2146121",212420,1,8,44,31,3750.56,1,22.6
"2146127",212420,1,8,44,29,4442.05,1,59.2
"2146128",212420,1,8,44,26,3264.65,1,12.9
"2146129",212420,1,8,44,31,3870.69,1,31.3
"2146130",212420,1,8,44,26,3172.52,1,6.8
"2146158",212420,1,8,44,20,2002.98,1,21.9
"2146170",212420,1,8,44,22,3891.46,1,49.8
"2146198",212420,1,8,44,36,3435.61,1,45.4
"2146241",212410,1,8,44,25,2017.06,1,44.6
"2146482",212410,1,8,44,21,2364.07,1,29.5
"2146514",212420,1,8,44,28,4018.83,1,53.7
"2146518",212420,1,8,44,26,2226.89,1,12.9
"2146523",212420,1,8,44,29,3643.58,1,57.6
"2146525",212420,1,8,44,27,3250.53,1,33.9
"2146527",212420,1,8,44,26,2893.34,1,28.8
"2146528",212420,1,8,44,19,2153.57,1,6.8
"2146529",212420,1,8,44,21,2511.08,1,2.9
"2146554",212420,1,8,44,34,3250.9,1,26
"2146644",212420,1,8,44,31,3000,1,1.4
"2146785",212420,1,8,44,31,1350,1,1.3
"2146787",212420,1,8,44,19,1350,1,1.3
"2146788",212420,1,8,44,20,1350,1,1.3
"2146789",212420,1,8,44,23,1350,1,1.5
"2146791",212410,1,8,44,20,1220.35,1,2.9
"2146808",212420,1,8,44,22,3025.54,1,3.1
"2146809",212420,1,8,44,21,1799.38,1,1
"2146858",212420,1,8,44,38,3453.7,1,58.7
"2146859",212420,1,8,44,19,1156.42,1,1.3
"2146860",212420,1,8,44,27,2327.56,1,44
"2146862",212420,1,8,44,26,1571.61,1,30.7
"2146863",212420,1,8,44,27,2198.67,1,39.9
"2147257",212420,1,8,40,35,4314.85,1,94.9
"2147295",212420,1,8,44,33,1955.09,1,25.5
"2147552",212420,1,8,44,28,2040.45,1,55.5
"2147812",212420,1,8,44,19,1209.54,1,0.9
"2148045",212420,1,8,44,30,3385.6,1,126
"2148203",212420,1,8,44,24,1851.08,1,43.9
"2148208",212420,1,8,44,20,1729.66,1,7.4
"2148259",212420,1,8,42,23,1952.48,1,10.9
"2148343",212420,1,8,40,28,2170.28,1,43.9
"2148366",212420,1,8,44,28,4086.34,1,20.9
"2148368",212420,1,8,44,49,3875.31,1,33.9
"2148374",212420,1,8,44,24,1410.23,1,3.9
"2148477",212415,1,8,44,27,3999.99,1,10.5
"2148482",212415,1,8,44,29,3158.23,1,29.5
"2148653",212420,1,8,40,29,4132.83,1,14.3
"2148654",212420,1,8,40,28,9109.03,1,23.3
"2148655",212420,1,8,40,28,6891.18,1,89.5
"2148671",212420,1,8,40,32,5500,1,14.9
"2148753",212420,1,8,40,29,1881.44,1,9.7
"2148754",212420,1,8,40,27,1922.89,1,5.8
"2148755",212420,1,8,40,25,1497.03,1,6.8
"2148758",212420,1,8,40,22,1787.75,1,20.8
"2148834",212420,1,8,44,20,1765.27,1,17.5
"2148847",212420,1,8,40,35,3088.69,1,16.2
"2148885",212420,1,8,42,34,7297.99,1,59.9
"2148907",212420,1,8,42,29,7727.68,1,21.9
"2148908",212420,1,8,42,33,7765.07,1,26.8
"2148911",212420,1,8,42,32,5333.81,1,28.8
"2148914",212420,1,8,42,30,6969.32,1,14.9
"2148916",212420,1,8,42,30,2993.45,1,59.9
"2148919",212420,1,8,42,30,3207.2,1,58.2
"2149023",212420,1,8,44,27,1533.75,1,3.9
"2149081",212420,1,8,44,29,2713.43,1,80.6
"2149170",212420,1,8,44,21,2528.77,1,2.9
"2149182",212420,1,8,40,27,1667.43,1,6.8
"2149184",212420,1,8,40,21,1932.45,1,10.9
"2149185",212420,1,8,40,21,1684.03,1,5.6
"2149186",212420,1,8,40,24,1789.02,1,6.8
"2149190",212420,1,8,40,25,1795.52,1,6.8
"2149191",212420,1,8,40,29,1850.66,1,20.8
"2149192",212420,1,8,40,22,2300,1,2.6
"2149193",212420,1,8,40,25,2998.86,1,35.9
"2149198",212420,1,8,40,33,4485.27,1,54.9
"2149199",212420,1,8,40,26,2609.55,1,35.9
"2149200",212420,1,8,40,21,1558.73,1,2.6
"2149207",212420,1,8,40,25,1734.47,1,6.8
"2149219",212420,1,8,40,26,2601.3,1,26.5
"2149220",212420,1,8,40,25,1660.1,1,4.7
"2149223",212420,1,8,40,25,1722.95,1,12.9
"2149224",212420,1,8,40,25,2473.91,1,20.8
"2149225",212420,1,8,40,21,2182.66,1,18.7
"2149226",212420,1,8,40,26,1715.52,1,20.8
"2149227",212420,1,8,40,32,2288.1,1,20.8
"2149228",212420,1,8,40,22,1922.43,1,15.7
"2149229",212420,1,8,40,27,2188.82,1,18.7
"2149234",212420,1,8,40,24,2332.27,1,21.6
"2149242",212420,1,8,40,21,1802,1,13.8
"2149243",212420,1,8,40,20,1989.34,1,20.8
"2149244",212420,1,8,40,25,2933.97,1,24.9
"2149246",212420,1,8,40,23,3174.98,1,40.8
"2149247",212420,1,8,40,19,2224.99,1,20.8
"2149289",212420,1,8,42,25,2961.13,1,17.5
"2149291",212420,1,8,42,27,8626.79,1,24.7
"2149292",212420,1,8,42,27,4944.07,1,25.4
"2149299",212420,1,8,42,29,3215.05,1,43.5
"2149305",212420,1,8,42,25,3303.52,1,59.9
"2149313",212420,1,8,42,29,2543.84,1,62.9
"2149314",212420,1,8,42,22,3317.55,1,56.3
"2149320",212420,1,8,42,26,4220.63,1,59.9
"2149322",212420,1,8,42,22,3017.31,1,37.6
"2149326",212420,1,8,42,22,3577.37,1,32.9
"2149334",212420,1,8,42,30,5154.49,1,46.3
"2149335",212420,1,8,42,24,5404.34,1,42.6
"2149338",212420,1,8,42,26,3988.59,1,70.3
"2149394",212420,1,8,44,44,6258.69,1,102.9
"2149583",212420,1,8,44,20,1511.14,1,28.8
"2149666",212420,1,8,40,26,2176.72,1,17.9
"2149680",212410,1,8,42,23,2951.2,1,15.9
"2149758",212420,1,8,42,23,1618.58,1,19.8
"2149847",212420,1,8,44,28,1335.75,1,35.8
"2149930",212420,1,8,44,27,2381.26,1,81.4
"2150024",212420,1,8,44,24,1900.5,1,28.8
"2150034",212420,1,8,44,29,1578.07,1,15.3
"2150035",212420,1,8,44,17,1049.61,1,11.8
"2150036",212420,1,8,44,24,1611.58,1,7.8
"2150299",212420,1,8,44,38,2722.16,1,21.9
"2150330",212420,1,8,44,27,4567.51,1,77.6
"2150352",212420,1,8,40,24,2327.38,1,40.8
"2150379",212420,1,8,22,21,700,1,3.7
"2150381",212420,1,8,40,32,3211.23,1,40.9
"2150406",212420,1,8,40,26,3906.4,1,34.6
"2150407",212420,1,8,40,22,1386.62,1,9.9
"2150408",212420,1,8,40,26,1596.1,1,17.8
"2150416",212420,1,8,40,29,3263.35,1,42.8
"2150418",212420,1,8,40,23,2116.49,1,34.4
"2150420",212420,1,8,40,23,1538.43,1,18.9
"2150507",212415,1,8,42,37,7187.23,1,61.7
"2150526",212420,1,8,44,21,1780.44,1,3.9
"2150528",212420,1,8,44,22,2016.87,1,35
"2150531",212410,1,8,44,27,1840.74,1,3.9
"2150542",212420,1,8,40,65,4406.83,1,11.9
"2150550",212420,1,8,44,23,3396.59,1,46.8
"2150560",212420,1,8,44,23,2441.45,1,19.8
"2150584",212420,1,8,44,25,4207.75,1,26.5
"2150785",212420,1,8,44,32,5049.14,1,27.7
"2150851",212420,1,8,44,23,2019.73,1,3.9
"2150867",212420,1,8,44,25,2907.62,1,3.9
"2150944",212420,1,8,44,25,1381.02,1,20.9
"2151130",212420,1,8,44,35,2988.31,1,209.9
"2151176",212420,1,8,44,35,1889.09,1,37.6
"2151184",212420,1,8,44,24,1299.99,1,1.7
"2151213",212420,1,8,44,18,1113.97,1,6.9
"2151227",212420,1,8,44,30,1500,1,3.9
"2151230",212420,1,8,42,25,3984.04,1,43.9
"2151337",212420,1,8,44,30,2714.56,1,69.9
"2151399",212410,1,8,44,25,3465.09,1,14.9
"2151409",212420,1,8,44,27,2650.41,1,45.8
"2151562",212410,1,8,40,38,4301.95,1,41.9
"2151677",212415,1,8,33,25,1944,1,40.9
"2151838",212420,1,8,44,28,2522.12,1,4.9
"2151851",212420,1,8,44,23,4546.23,1,64.4
"2151881",212420,1,8,44,22,1873.11,1,12.7
"2151996",212420,1,8,44,20,2600.17,1,6.9
"2152116",212420,1,8,42,28,1940.78,1,13.4
"2152258",212420,1,8,44,19,1250.34,1,1.3
"2152259",212420,1,8,44,19,1238.93,1,3.5
"2152283",212420,1,8,44,25,3233.07,1,38.3
"2152293",212420,1,8,44,35,1708.67,1,20.5
"2152312",212420,1,8,42,28,2400,1,0.9
"2152313",212420,1,8,30,22,1800.01,1,1.9
"2152674",212420,1,8,44,21,1102.5,1,27.5
"2152707",212420,1,8,30,25,1300.84,1,10.5
"2152762",212420,1,8,44,18,1331.18,1,8.6
"2152763",212420,1,8,44,26,1331.18,1,8.6
"2152764",212420,1,8,44,23,1844.76,1,38.9
"2152926",212410,1,8,44,27,3823.79,1,34.3
"2153023",212420,1,8,40,29,3063.51,1,80.3
"2153024",212420,1,8,40,28,4004.57,1,95.9
"2153047",212420,1,8,44,25,1774.53,1,14.9
"2153060",212420,1,8,44,23,2113.98,1,9.9
"2153118",212420,1,8,44,25,1553.46,1,1.7
"2153165",212420,1,8,44,25,5117.67,1,52.7
"2153208",212420,1,8,44,25,3888.26,1,6.8
"2153307",212420,1,8,42,33,2744.6,1,32.7
"2153337",212420,1,8,44,38,3084.25,1,138.3
"2153440",212420,1,8,44,25,1829.34,1,38.9
"2153534",212420,1,8,44,24,1416.94,1,2.3
"2153664",212420,1,8,44,26,1999.99,1,11.6
"2153755",212420,1,8,44,21,3060.8,1,23
"2153866",212420,1,8,44,28,2703.86,1,42.9
"2154008",212420,1,8,44,20,1118.25,1,9.6
"2154009",212420,1,8,44,24,1118.25,1,9.6
"2154225",212420,1,8,40,24,2051.19,1,28.8
"2154226",212420,1,8,44,21,1735.89,1,6.5
"2154320",212420,1,8,44,23,2258.77,1,14.9
"2154336",212420,1,8,44,22,1886.21,1,9.9
"2154361",212420,1,8,44,22,1016.8,1,5.9
"2154452",212420,1,8,44,28,4111.06,1,75
"2154742",212420,1,8,44,19,1106.78,1,5.8
"2154819",212420,1,8,44,38,3111.68,1,7.9
"2154846",212420,1,8,44,26,1864.66,1,11.8
"2154954",212410,1,8,44,41,3309.87,1,22.7
"2155126",212420,1,8,44,22,4000,1,0.9
"2155238",212420,1,8,44,31,1486.72,1,9.9
"2155249",212420,1,8,44,31,1677.73,1,9.9
"2155278",212410,1,8,44,17,2523.27,1,7.9
"2155322",212420,1,8,44,25,1745.26,1,11.8
"2155332",212420,1,8,44,24,1835.59,1,28.8
"2155520",212420,1,8,40,23,1800,1,3.1
"2155541",212420,1,8,44,30,3065.1,1,14.9
"2155547",212410,1,8,44,32,2917.25,1,4.9
"2155580",212420,1,8,30,24,1200,1,5.9
"2155581",212420,1,8,30,19,1289.28,1,5.4
"2155582",212420,1,8,44,19,1200,1,1.6
"2155583",212420,1,8,44,24,1300,1,1.6
"2155612",212420,1,8,44,29,2088.84,1,13.4
"2155719",212405,1,9,40,29,1591.9,1,31.9
"2155736",212420,1,9,40,30,3166.02,1,57.3
"2155759",212420,1,9,44,28,4590.09,1,10.9
"2155829",212405,1,9,44,24,1565.1,1,0.3
"2155844",212405,1,9,44,44,3265.82,1,83.8
"2155869",212405,1,9,44,29,2462.48,1,94.9
"2155888",212405,1,9,44,33,2379.98,1,74.9
"2155889",212405,1,9,44,34,3580.77,1,53.9
"2155890",212405,1,9,44,19,1677.16,1,45.6
"2155891",212405,1,9,44,21,1543.27,1,31.3
"2155892",212405,1,9,44,21,1542.45,1,30.9
"2155893",212410,1,9,40,26,2974.61,1,2.6
"2155895",212405,1,9,44,27,2488.56,1,29.2
"2155897",212405,1,9,44,25,2400,1,7.9
"2155900",212405,1,9,44,26,2333.33,1,11.1
"2155901",212405,1,9,44,24,2486.29,1,31.8
"2155913",212405,1,9,44,44,2462.48,1,106.9
"2155963",212405,1,9,44,22,2000,1,0.9
"2156010",212405,1,9,44,28,1675.45,1,24.9
"2156029",212405,1,9,44,48,8586.02,1,55.9
"2156035",212420,1,9,44,29,3473.42,1,25.4
"2156289",212405,1,9,44,31,5575.25,1,26.3
"2156411",212415,1,9,44,27,3052.81,1,13.7
"2156429",212420,1,9,42,28,2615.17,1,35.6
"2156430",212420,1,9,42,26,2098.69,1,12.6
"2156431",212420,1,9,42,26,3566.07,1,53.2
"2156437",212420,1,9,44,22,1277.53,1,11.8
"2156576",212405,1,9,44,39,10356.64,1,137.3
"2156606",212420,1,9,44,37,4941.57,1,57.8
"2156612",212420,1,9,44,23,1922.98,1,45.7
"2156614",212405,1,9,44,51,2171.22,1,139.9
"2156672",212410,1,9,44,30,4130.2,1,19.6
"2156680",212410,1,9,44,35,3726.29,1,69.5
"2156686",212410,1,9,44,29,4241.69,1,85.9
"2156708",212410,1,9,44,27,3471.9,1,5.4
"2156709",212410,1,9,44,27,3576.8,1,58.9
"2156871",212405,1,9,44,35,2359.95,1,43.9
"2156922",212405,1,9,44,36,4612.84,1,85.9
"2156983",212405,1,9,40,40,1558.16,1,7.9
"2156986",212405,1,9,44,35,6300,1,3.7
"2156989",212405,1,9,44,33,8000,1,2.9
"2156990",212405,1,9,44,25,2827.46,1,6.9
"2159145",212405,1,9,44,30,1274.11,1,8.9
"2159639",212405,1,9,44,32,7235.68,1,78.9
"2159665",212420,1,9,44,29,2258.53,1,4.9
"2159700",212405,1,9,44,35,4836.34,1,9
"2159733",212405,1,9,44,32,4062.28,1,13.7
"2159739",212405,1,9,22,31,1281.47,1,28.1
"2159770",212405,1,9,44,56,4094.96,1,12.9
"2159819",212405,1,9,44,28,1803.02,1,21.9
"2159866",212420,1,9,42,30,2052.19,1,22.9
"2159880",212405,1,9,44,37,4665.63,1,54.9
"2159887",212405,1,9,44,50,5823.9,1,5.9
"2159918",212405,1,9,44,28,2581.36,1,5.9
"2159941",212420,1,9,44,32,4205.45,1,55.5
"2159958",212415,1,9,44,32,1418.36,1,9.9
"2159960",212415,1,9,44,19,1303.95,1,4.9
"2159978",212405,1,9,44,32,1478.04,1,23.5
"2159997",212405,1,9,44,46,3687.55,1,15.9
"2160075",212405,1,9,44,34,1732.18,1,5.9
"2160078",212405,1,9,44,28,5193.34,1,59.7
"2160116",212405,1,9,44,41,8501.87,1,131.6
"2160176",212405,1,9,44,38,4304.72,1,33.8
"2160177",212405,1,9,44,46,3000,1,3.9
"2160229",212420,1,9,44,26,2299.39,1,56.9
"2160240",212405,1,9,44,29,2229.18,1,24.7
"2160241",212405,1,9,44,25,3128.64,1,5.6
"2160242",212405,1,9,44,29,3000.77,1,37.1
"2160243",212405,1,9,40,37,5473.21,1,93.9
"2160244",212405,1,9,40,33,4248.7,1,74.8
"2160245",212405,1,9,40,33,5076.71,1,85.4
"2160248",212405,1,9,44,41,2271.26,1,35.7
"2160252",212405,1,9,39,30,3612.88,1,41.7
"2160265",212405,1,9,40,31,3298.57,1,70.9
"2160269",212405,1,9,44,34,3335.75,1,119.7
"2160285",212415,1,9,44,25,2055.55,1,1.9
"2160381",212405,1,9,44,37,3906.66,1,8.9
"2160385",212410,1,9,44,26,2272.08,1,6.1
"2160389",212405,1,9,44,36,5550.62,1,20.9
"2160464",212405,1,9,44,28,2932.77,1,43.8
"2160465",212405,1,9,44,24,3392.2,1,33.5
"2160466",212405,1,9,24,27,1822.53,1,10.9
"2160470",212420,1,9,44,31,2973.05,1,7.7
"2160471",212420,1,9,44,40,3415.5,1,4.9
"2160484",212405,1,9,44,28,3075,1,31.8
"2160545",212405,1,9,18,36,4923.19,1,95.9
"2160548",212405,1,9,44,36,4209,1,50.9
"2160564",212410,1,9,44,46,3593.38,1,4.4
"2160705",212420,1,9,44,31,1889.59,1,9.9
"2160737",212405,1,9,44,24,5779.21,1,9.9
"2160789",212405,1,9,44,35,4046.25,1,71.3
"2160790",212405,1,9,44,33,4383.72,1,68.1
"2160791",212405,1,9,44,30,5866.65,1,111.6
"2160792",212420,1,9,44,41,3259.93,1,28.4
"2160800",212420,1,9,44,34,2681.61,1,43.3
"2160811",212405,1,9,44,30,5788.85,1,11.9
"2160832",212420,1,9,44,28,1521.19,1,1.9
"2160853",212420,1,9,44,30,4916.71,1,27.7
"2160854",212420,1,9,44,30,4430.49,1,8.8
"2160915",212405,1,9,44,59,6644.8,1,21.2
"2160935",212405,1,9,44,34,2532.68,1,7.9
"2160944",212410,1,9,44,53,6304.56,1,5.1
"2160945",212410,1,9,44,43,7101.31,1,5.8
"2160947",212420,1,9,44,40,2143.79,1,14.1
"2160948",212410,1,9,44,36,5500,1,0.3
"2160949",212410,1,9,44,31,4999.99,1,0.3
"2160950",212410,1,9,44,30,7543.58,1,4.7
"2160971",212420,1,9,44,36,2499.99,1,0.6
"2160972",212410,1,9,44,25,2113.78,1,24.9
"2160973",212410,1,9,44,30,1500,1,2.9
"2160974",212410,1,9,44,25,2828.19,1,18.9
"2160975",212420,1,9,44,27,1796.33,1,15.2
"2160978",212405,1,9,44,27,5479.25,1,34.2
"2160984",212420,1,9,44,25,5231.94,1,33.8
"2160992",212420,1,9,44,21,1519.82,1,15.9
"2160993",212420,1,9,44,31,3561.64,1,9.9
"2160998",212405,1,9,44,30,4136.24,1,11.8
"2161024",212420,1,9,44,24,2031.8,1,17.7
"2161027",212405,1,9,44,42,7574.26,1,21.9
"2161028",212405,1,9,44,39,6962.85,1,118.9
"2161029",212405,1,9,44,36,5846.28,1,28.6
"2161033",212405,1,9,44,29,6610.9,1,65.8
"2161034",212405,1,9,44,29,9308.1,1,36.9
"2161113",212420,1,9,44,31,2719.58,1,17.2
"2161154",212405,1,9,44,33,7781.22,1,13.9
"2161223",212405,1,9,44,30,1573.75,1,17.9
"2161226",212405,1,9,44,37,4019.44,1,20.3
"2161229",212405,1,9,44,51,2067.85,1,6.5
"2161318",212405,1,9,44,40,7006.99,1,9.9
"2161342",212405,1,9,40,32,7561.66,1,53.2
"2161343",212405,1,9,40,30,7708.73,1,56.4
"2161344",212405,1,9,40,27,6914.85,1,11.8
"2161345",212405,1,9,40,40,8165.3,1,73.1
"2161346",212405,1,9,40,31,9023.54,1,81.7
"2161347",212405,1,9,40,39,7622.69,1,44.2
"2161348",212405,1,9,40,30,13060.12,1,87.7
"2161349",212405,1,9,40,29,7522.69,1,43.3
"2161350",212405,1,9,40,26,7410.25,1,29.7
"2161352",212405,1,9,40,59,22323.37,1,362.9
"2161354",212405,1,9,40,52,16943.8,1,381.5
"2161367",212405,1,9,40,38,12223.45,1,81.7
"2161368",212405,1,9,40,40,7184.9,1,18.5
"2161369",212405,1,9,40,40,8361.95,1,121.5
"2161370",212405,1,9,40,35,7706.3,1,62.6
"2161371",212405,1,9,40,37,7860.44,1,68.8
"2161372",212405,1,9,40,33,12568.69,1,121.8
"2161373",212405,1,9,40,32,8325.54,1,64.5
"2161374",212405,1,9,40,34,7826.86,1,84.3
"2161375",212405,1,9,40,35,12185.54,1,121.8
"2161376",212405,1,9,40,36,8180.36,1,121.8
"2161377",212405,1,9,40,36,9310.87,1,121.8
"2161378",212405,1,9,40,35,7797.2,1,87.5
"2161379",212405,1,9,40,28,7598.68,1,46.3
"2161380",212405,1,9,40,34,7861.6,1,64.5
"2161381",212405,1,9,40,30,7400.66,1,29.5
"2161382",212405,1,9,40,33,8658.2,1,50.7
"2161399",212405,1,9,40,27,1984.95,1,35.1
"2161406",212405,1,9,40,37,7825.91,1,82.4
"2161438",212405,1,9,40,35,4500,1,3.9
"2161440",212405,1,9,40,34,5450,1,8.8
"2161447",212405,1,9,44,42,2263.62,1,47.9
"2161461",212405,1,9,44,27,4940.83,1,7.4
"2161463",212405,1,9,44,26,4500,1,6.3
"2161464",212405,1,9,40,25,4088.05,1,20.9
"2161468",212405,1,9,40,31,4016.66,1,11.6
"2161470",212405,1,9,40,29,4299.99,1,8.4
"2161486",212405,1,9,40,26,3980.94,1,2.2
"2161487",212405,1,9,40,24,3832.38,1,7.7
"2161497",212420,1,9,44,34,7228.6,1,73.4
"2161525",212420,1,9,44,33,2554.73,1,3.6
"2161538",212420,1,9,44,31,1692.6,1,6.1
"2161563",212405,1,9,44,25,4417.62,1,31.2
"2161574",212405,1,9,44,30,7434.36,1,16.9
"2161577",212420,1,9,44,36,3163.37,1,0.8
"2161606",212405,1,9,40,29,4954.4,1,52.1
"2161623",212405,1,9,44,24,6829.73,1,8.9
"2161624",212420,1,9,44,26,2422.37,1,8.9
"2161679",212420,1,9,44,28,3415.96,1,48.6
"2161680",212420,1,9,44,29,3277.86,1,37.6
"2161681",212405,1,9,44,30,6800.92,1,9.7
"2161726",212405,1,9,44,28,2689.23,1,45.1
"2161761",212405,1,9,44,32,7354.45,1,9.3
"2161774",212405,1,9,44,21,3293.27,1,7.4
"2161818",212405,1,9,44,36,2634.25,1,47.9
"2161827",212410,1,9,44,49,4392.2,1,21.3
"2161828",212405,1,9,40,38,4261.86,1,15.3
"2161846",212420,1,9,40,35,4002.41,1,22.9
"2161872",212405,1,9,40,33,5553.24,1,9.3
"2161874",212420,1,9,40,36,4474.72,1,50.9
"2161875",212405,1,9,40,31,4743.06,1,11.8
"2161876",212405,1,9,40,32,4687.45,1,16.4
"2161879",212405,1,9,40,28,5909.36,1,33.8
"2161880",212405,1,9,40,34,5546.15,1,52.1
"2161881",212405,1,9,40,34,7386.9,1,79.6
"2161882",212405,1,9,40,31,4240.35,1,19.3
"2161884",212420,1,9,40,28,4622.28,1,13.9
"2161885",212405,1,9,40,27,5352.49,1,16.2
"2161886",212405,1,9,40,24,4308.84,1,22.2
"2161890",212405,1,9,40,26,5255.8,1,26.1
"2161892",212420,1,9,40,32,5923.54,1,18.5
"2161915",212405,1,9,40,26,4171.8,1,19.3
"2161918",212405,1,9,40,26,5500.47,1,30.9
"2161935",212405,1,9,43,33,3540.42,1,24.7
"2162030",212405,1,9,44,33,7415.41,1,59.9
"2162042",212405,1,9,44,29,3527.32,1,74.8
"2162102",212405,1,9,44,29,1625,1,3.3
"2162103",212420,1,9,44,28,2964.86,1,9.9
"2162105",212415,1,9,44,25,3124.32,1,45.6
"2162106",212420,1,9,44,30,2787.49,1,3.8
"2162127",212405,1,9,40,34,7357.28,1,147.1
"2162144",212405,1,9,44,30,2611.98,1,28.4
"2162177",212420,1,9,44,42,4903.32,1,9
"2162197",212420,1,9,43,35,4513.65,1,29.7
"2162199",212405,1,9,43,28,2887.89,1,12.9
"2162224",212405,1,9,43,29,3990.28,1,20.1
"2162228",212405,1,9,43,25,4918.6,1,18.9
"2162229",212405,1,9,43,24,4032.75,1,18.9
"2162268",212410,1,9,44,62,7214,1,92.9
"2162269",212410,1,9,44,55,7706.61,1,42.7
"2162273",212410,1,9,44,50,9760.44,1,92.9
"2162275",212410,1,9,44,50,6054.69,1,92.9
"2162276",212410,1,9,44,53,9192.77,1,92.9
"2162278",212410,1,9,44,52,5543.23,1,92.9
"2162280",212410,1,9,44,51,5006.9,1,42.7
"2162285",212410,1,9,44,41,7093.63,1,92.9
"2162288",212410,1,9,44,38,4604.93,1,92.9
"2162292",212410,1,9,44,36,6199.03,1,92.9
"2162296",212410,1,9,44,35,5032.38,1,92.9
"2162297",212410,1,9,44,31,4173.84,1,42.7
"2162313",212410,1,9,44,49,6922.73,1,92.9
"2162323",212410,1,9,44,36,4023.79,1,42.7
"2162330",212410,1,9,44,39,8578.39,1,70.4
"2162337",212410,1,9,44,54,10012.26,1,92.9
"2162340",212410,1,9,44,44,8217.92,1,39.9
"2162344",212410,1,9,44,39,7757.61,1,92.9
"2162397",212405,1,9,40,32,5955.76,1,70.7
"2162400",212405,1,9,40,30,4281.83,1,74.9
"2162404",212405,1,9,30,32,1200,1,10.9
"2162445",212420,1,9,22,25,742.13,1,2.4
"2162467",212405,1,9,44,34,3334.07,1,16.9
"2162468",212405,1,9,44,23,3500,1,2.9
"2162469",212405,1,9,44,23,3200,1,1.7
"2162470",212405,1,9,44,26,3767.72,1,16.9
"2162506",212420,1,9,44,33,3809.66,1,97.9
"2162529",212405,1,9,42,28,6184.74,1,47.9
"2162578",212405,1,9,40,28,4272.33,1,84.9
"2162579",212405,1,9,40,27,3655.55,1,68.6
"2162580",212405,1,9,40,30,5609.19,1,79.9
