"","CBO.Ocupação.2002","Vínculo.Ativo.31.12","Escolaridade.após.2005","Qtd.Hora.Contr","Idade","Vl.Remun.Média.Nom","Sexo.Trabalhador","Tempo.Emprego"
"2280871",212415,1,9,40,28,8614.04,1,35.7
"2280919",212420,1,9,44,22,3030.96,1,20
"2280920",212405,1,9,44,31,4696.16,1,115.9
"2280921",212405,1,9,44,22,3126.37,1,51.9
"2280930",212405,1,9,41,23,2323.06,1,12.9
"2280931",212405,1,9,41,25,2409.87,1,27.9
"2280932",212405,1,9,41,30,2883,1,7.3
"2280940",212405,1,9,44,41,18696.36,1,35.9
"2280941",212405,1,9,44,21,1875.09,1,15.9
"2280943",212405,1,9,44,29,9470.85,1,74.5
"2280944",212420,1,9,44,29,3711.71,1,67.2
"2280947",212405,1,9,44,22,3017.84,1,51.9
"2281196",212405,1,9,44,46,8255.72,1,74.3
"2281261",212405,1,9,41,31,2498.22,1,6.9
"2281271",212405,1,9,44,46,3479.16,1,23.3
"2281272",212405,1,9,44,36,2648.68,1,47.7
"2281351",212405,1,9,44,31,6763.88,1,4.9
"2281433",212405,1,9,44,24,3004.21,1,20.9
"2281517",212405,1,9,44,38,4054.5,1,29.6
"2281615",212415,1,9,44,37,1204,1,58.9
"2281694",212420,1,9,40,34,1810.26,1,3.1
"2281697",212405,1,9,40,31,5038.16,1,35.8
"2281698",212405,1,9,40,52,1796.3,1,1.7
"2281735",212405,1,9,44,28,2210.72,1,0.9
"2281821",212405,1,9,40,33,5669.79,1,0.6
"2281823",212405,1,9,40,32,3888.39,1,45.4
"2281826",212405,1,9,40,43,4359.32,1,5.6
"2281842",212405,1,9,44,40,2025,1,7.7
"2282083",212415,1,9,40,42,7593.15,1,148.9
"2282135",212415,1,9,40,34,10654.72,1,121.8
"2282185",212415,1,9,40,33,6517.5,1,43.7
"2282230",212415,1,9,40,31,6773.19,1,43.7
"2282357",212420,1,9,44,27,2126.27,1,14.1
"2282361",212420,1,9,44,26,5312.2,1,4.9
"2282370",212420,1,9,44,24,5556.08,1,29.4
"2282412",212420,1,9,44,26,4311.79,1,30.9
"2282430",212405,1,9,6,30,1040,1,41.7
"2282545",212415,1,9,44,36,2451.54,1,2.9
"2282558",212405,1,9,44,35,6035.16,1,45.9
"2282691",212405,1,9,44,30,3600,1,0.8
"2282693",212420,1,9,44,26,1708.04,1,18.7
"2282694",212405,1,9,44,25,3500,1,2.8
"2282696",212405,1,9,44,38,3300,1,3.3
"2282699",212405,1,9,44,33,3635.61,1,12.9
"2282799",212405,1,9,40,25,4103.55,1,5.8
"2282804",212405,1,9,40,25,4848.07,1,6.8
"2282817",212420,1,9,44,34,7222.06,1,138.3
"2282823",212405,1,9,40,24,4134.24,1,9.7
"2282861",212420,1,9,40,45,4762.56,1,31.5
"2282862",212405,1,9,40,43,4477.52,1,4.2
"2282863",212405,1,9,40,38,6609.45,1,88.2
"2282864",212405,1,9,40,43,5647.63,1,102.9
"2282867",212405,1,9,40,44,4875.29,1,56.9
"2282868",212420,1,9,40,32,3493.56,1,89.8
"2282869",212405,1,9,40,40,5541.67,1,45.8
"2282870",212405,1,9,40,38,4637.03,1,15.9
"2282876",212405,1,9,44,22,1831.11,1,17
"2282877",212405,1,9,44,22,3316.4,1,47.6
"2282997",212420,1,9,44,32,3364.2,1,21.4
"2283020",212405,1,9,44,34,4019.59,1,129.7
"2283079",212405,1,9,43,28,5645.72,1,59.7
"2283083",212420,1,9,44,34,4995.61,1,30.9
"2283148",212405,1,9,44,26,4839.76,1,4.9
"2283198",212405,1,9,44,25,4230.13,1,4.9
"2283200",212405,1,9,44,26,5239.1,1,4.9
"2283210",212405,1,9,44,28,5410.5,1,66.7
"2283262",212405,1,9,44,35,8933.4,1,88.8
"2283343",212405,1,9,44,30,7159.14,1,4.7
"2283352",212405,1,9,44,28,5925.82,1,85.3
"2283375",212405,1,9,44,31,3867.81,1,59.8
"2283376",212405,1,9,44,29,2930.72,1,37.8
"2283403",212405,1,9,44,35,4067.28,1,38
"2283587",212405,1,9,44,51,15849.71,1,311.9
"2283601",212405,1,9,44,23,2404.19,1,23.5
"2283602",212405,1,9,44,27,2972.48,1,57.9
"2283603",212405,1,9,44,22,3050.18,1,31.6
"2283604",212405,1,9,44,24,2336.08,1,9.2
"2283605",212405,1,9,44,23,2437.4,1,57.9
"2283606",212405,1,9,44,36,2566.73,1,2.9
"2283634",212405,1,9,44,20,1644.73,1,15.9
"2283645",212405,1,9,44,43,2881.72,1,5.9
"2283747",212405,1,9,44,48,10560.62,1,311.9
"2283905",212405,1,9,44,54,15450.16,1,244.3
"2283907",212405,1,9,44,40,5830.69,1,16.9
"2283936",212405,1,9,44,41,7908.66,1,73.4
"2284134",212405,1,9,44,31,8340.21,1,54.6
"2284152",212405,1,9,44,34,5764.44,1,13.4
"2284203",212405,1,9,44,38,6258.68,1,35.9
"2284205",212420,1,9,44,29,7150.19,1,34.9
"2284209",212405,1,9,44,42,7520.62,1,72.5
"2284211",212405,1,9,44,42,8071.9,1,256.9
"2284212",212405,1,9,44,43,6997.94,1,65.6
"2284213",212405,1,9,44,47,7371.99,1,164.9
"2284214",212405,1,9,44,42,8494.02,1,7.9
"2284241",212405,1,9,44,51,8365.49,1,309.6
"2284242",212405,1,9,44,54,4856.2,1,218.3
"2284243",212405,1,9,44,51,8562.58,1,400.7
"2284244",212405,1,9,44,53,8677.97,1,164.9
"2284245",212405,1,9,44,50,8543.94,1,236.7
"2284247",212405,1,9,44,46,7703.3,1,341.1
"2284299",212405,1,9,40,43,5000,1,7.4
"2284301",212405,1,9,40,36,9351.61,1,18.9
"2284303",212405,1,9,40,36,6569.35,1,38.3
"2284304",212420,1,9,40,34,3152.28,1,40.8
"2284305",212405,1,9,40,31,6799.67,1,36.9
"2284306",212405,1,9,40,35,6850,1,4.9
"2284307",212405,1,9,40,32,6592.99,1,59.9
"2284308",212405,1,9,40,30,4296.17,1,41.2
"2284310",212420,1,9,30,29,3681.64,1,40.8
"2284311",212405,1,9,40,39,12919.22,1,96.8
"2284319",212405,1,9,44,35,7176.32,1,91.8
"2284321",212405,1,9,44,35,6482.34,1,33.4
"2284322",212405,1,9,44,36,7640.15,1,78.3
"2284323",212405,1,9,44,34,6422.18,1,0.8
"2284327",212405,1,9,44,35,5883.31,1,21.4
"2284418",212420,1,9,40,24,4264.22,1,68.8
"2284420",212420,1,9,40,27,3063.16,1,62.4
"2284421",212420,1,9,40,30,2249.44,1,40.7
"2284422",212420,1,9,40,30,2000,1,2.9
"2284423",212420,1,9,40,27,2199.99,1,2.9
"2284424",212405,1,9,40,26,2134.11,1,15.5
"2284426",212405,1,9,40,28,4696.45,1,35.8
"2284427",212405,1,9,40,23,2599.3,1,17.9
"2284428",212420,1,9,40,25,2100.3,1,16.6
"2284464",212405,1,9,44,38,6220.78,1,207.3
"2284466",212410,1,9,44,36,7836.23,1,52.9
"2284467",212405,1,9,44,39,6506.18,1,76.9
"2284472",212415,1,9,44,35,3937.46,1,20.5
"2284473",212415,1,9,44,36,4646.28,1,30.7
"2284476",212405,1,9,44,33,7909.76,1,1.5
"2284510",212405,1,9,40,34,8787.29,1,67.9
"2284511",212420,1,9,40,30,2242.03,1,22.3
"2284512",212405,1,9,40,29,3856.48,1,34.9
"2284513",212405,1,9,40,31,5735.22,1,28.9
"2284515",212405,1,9,40,35,7885.47,1,50.9
"2284516",212405,1,9,40,38,3400,1,11.6
"2284517",212405,1,9,40,27,5164.04,1,20.2
"2284518",212420,1,9,30,27,2721.42,1,40.8
"2284519",212405,1,9,40,28,5046.79,1,53.4
"2284520",212405,1,9,40,24,2147.58,1,20.9
"2284521",212405,1,9,40,29,3765.8,1,35.8
"2284522",212405,1,9,40,33,10166.9,1,96.6
"2284875",212405,1,9,44,44,7801.81,1,138.9
"2284884",212420,1,9,40,33,1714.76,1,3.9
"2284937",212405,1,9,44,30,4452.69,1,14.5
"2284962",212420,1,9,44,32,2406.38,1,17.3
"2284963",212420,1,9,44,31,1929.08,1,16.4
"2284997",212420,1,9,30,24,2039.7,1,16.4
"2285063",212405,1,9,44,39,6210.39,1,4.5
"2285066",212405,1,9,44,28,4317.79,1,45.6
"2285175",212405,1,9,44,30,7545.41,1,34.6
"2285176",212405,1,9,44,40,5946.05,1,164.9
"2285177",212405,1,9,44,39,7992.42,1,164.9
"2285178",212405,1,9,44,32,5624.15,1,55.7
"2285179",212405,1,9,44,29,5040.52,1,54.6
"2285242",212405,1,9,44,26,3023.6,1,23.6
"2285257",212405,1,9,44,35,8692.79,1,22.7
"2285327",212405,1,9,44,43,3673.61,1,235.9
"2285329",212405,1,9,44,29,3703.16,1,66.9
"2285330",212405,1,9,44,24,3671.48,1,49.8
"2285331",212405,1,9,44,24,2698.71,1,72.8
"2285332",212420,1,9,44,25,1589.5,1,4.2
"2285333",212405,1,9,44,21,1996.47,1,30.2
"2285438",212405,1,9,44,38,3632.4,1,19.9
"2285475",212420,1,9,44,30,5092.26,1,19.9
"2285522",212405,1,9,40,38,2143.11,1,38.9
"2285569",212405,1,9,44,29,5819.21,1,22.7
"2285570",212405,1,9,44,29,4727.99,1,13.4
"2285597",212405,1,9,44,31,4903.66,1,33.9
"2285638",212405,1,9,40,43,5558.4,1,83.9
"2285640",212405,1,9,44,31,2167.87,1,5.3
"2285801",212405,1,9,44,32,5730,1,0.8
"2285864",212420,1,9,44,34,4350.16,1,86.8
"2286114",212405,1,9,44,29,5194.84,1,18.9
"2286116",212405,1,9,44,27,5540.51,1,25.4
"2286117",212405,1,9,44,41,11124.23,1,100.5
"2286119",212405,1,9,44,26,5439.39,1,25.6
"2286120",212405,1,9,44,47,8833.79,1,46.9
"2286121",212405,1,9,44,45,9969.94,1,101.9
"2286192",212405,1,9,44,22,1972.13,1,20.8
"2286194",212420,1,9,44,27,2849.88,1,26.1
"2286323",212405,1,9,44,41,10549.19,1,45.9
"2286326",212405,1,9,44,37,5926.16,1,45.9
"2286327",212405,1,9,44,41,6007.59,1,46.5
"2286335",212420,1,9,44,38,1800,1,1.6
"2286339",212405,1,9,44,25,4582.28,1,61.7
"2286356",212405,1,9,44,28,7738.09,1,6.5
"2286380",212405,1,9,44,41,12946.63,1,112.7
"2286399",212405,1,9,44,46,11346.55,1,199.4
"2286638",212420,1,9,40,36,12295.37,1,122.7
"2286668",212420,1,9,40,36,8886.91,1,141.5
"2286675",212405,1,9,40,33,8781.8,1,81.5
"2286718",212405,1,9,40,29,6578.02,1,2.1
"2286728",212410,1,9,44,29,3036.86,1,2.4
"2286834",212420,1,9,40,39,10406.85,1,122.2
"2286873",212405,1,9,40,35,8103.82,1,67.7
"2286958",212405,1,9,40,35,10283.62,1,74.8
"2287088",212405,1,9,40,67,9500.38,1,77.3
"2287095",212420,1,9,40,48,12310.98,1,139.4
"2287109",212405,1,9,40,55,17228.44,1,395.8
"2287133",212405,1,9,40,42,7956.04,1,72.8
"2287199",212405,1,9,44,37,4921.48,1,27.5
"2287515",212405,1,9,44,34,3970.47,1,39.3
"2287572",212415,1,9,40,30,7715.7,1,103.1
"2287574",212415,1,9,40,25,4812.45,1,24.9
"2287575",212415,1,9,40,24,4935.92,1,26.9
"2287610",212420,1,9,44,29,1892.57,1,4.2
"2287617",212415,1,9,40,23,3117.86,1,34.8
"2287627",212405,1,9,44,44,2434.81,1,32.2
"2287744",212410,1,9,44,31,2687.35,1,3.8
"2287746",212405,1,9,44,24,3331.95,1,11.8
"2287747",212405,1,9,44,24,3858.9,1,15.3
"2287776",212410,1,9,44,37,3072.23,1,4.9
"2287778",212410,1,9,44,32,3243.34,1,6.8
"2287784",212410,1,9,44,26,3100.99,1,6.8
"2287802",212420,1,9,44,50,2129.13,1,5.5
"2287804",212405,1,9,44,34,4682.43,1,121.9
"2287805",212405,1,9,44,33,4575.48,1,121.9
"2287818",212410,1,9,44,30,2828.4,1,3.8
"2287819",212410,1,9,44,24,3480.98,1,12.7
"2287823",212405,1,9,44,24,4590,1,4.9
"2287827",212410,1,9,44,26,3176.66,1,6.8
"2287831",212410,1,9,44,26,4018.55,1,20.8
"2287834",212410,1,9,44,27,3166.68,1,9.9
"2287842",212410,1,9,44,26,2814.67,1,2.9
"2287888",212405,1,9,44,27,3973.19,1,15.7
"2287932",212420,1,9,44,29,3617.05,1,8.6
"2287934",212405,1,9,44,34,13464.65,1,68.4
"2287935",212405,1,9,40,27,5000,1,1.9
"2287937",212405,1,9,40,30,5565.32,1,23.8
"2287940",212420,1,9,40,30,2766.38,1,76.6
"2287941",212405,1,9,40,27,4474.98,1,37.1
"2287959",212405,1,9,44,35,15524.8,1,81.2
"2288092",212405,1,9,44,61,12609.23,1,13.9
"2288093",212405,1,9,44,54,5720.17,1,54.3
"2288094",212405,1,9,44,48,5195.26,1,15.6
"2288095",212405,1,9,44,43,9308.04,1,107.9
"2288104",212405,1,9,44,38,7387.4,1,101.9
"2288105",212405,1,9,44,41,5573.12,1,127.9
"2288106",212405,1,9,40,44,7706.79,1,12.7
"2288111",212405,1,9,44,34,6740.2,1,35.7
"2288114",212405,1,9,44,35,5650,1,50.2
"2288135",212405,1,9,44,31,5897.38,1,108.5
"2288136",212405,1,9,44,33,7144.19,1,81
"2288141",212405,1,9,44,30,4564.82,1,92.8
"2288143",212405,1,9,44,28,5143.41,1,27.5
"2288144",212405,1,9,44,27,5120.81,1,11.4
"2288146",212405,1,9,44,30,7180.17,1,45.8
"2288166",212405,1,9,44,32,6459.1,1,142
"2288168",212405,1,9,44,35,9390.62,1,101.9
"2288169",212405,1,9,44,34,7911.84,1,153.2
"2288170",212405,1,9,44,36,7256.79,1,52.8
"2288173",212405,1,9,44,32,3747.42,1,34.6
"2288175",212405,1,9,44,34,8215.78,1,46.1
"2288176",212405,1,9,44,36,5808.56,1,8.1
"2288177",212405,1,9,44,32,5505.45,1,109.3
"2288209",212405,1,9,44,42,7202.46,1,108.4
"2288382",212405,1,9,44,49,2505.08,1,3.8
"2288595",212405,1,9,40,27,4967.87,1,26.9
"2288630",212405,1,9,44,36,4163.43,1,213.6
"2288861",212405,1,9,44,35,9430.08,1,9.4
"2288862",212420,1,9,44,41,12949.03,1,131.9
"2288863",212420,1,9,44,38,9754.32,1,131.9
"2288865",212405,1,9,44,40,8450.79,1,16.2
"2288866",212405,1,9,44,35,9327.83,1,131.9
"2288905",212405,1,9,44,55,13763.58,1,70.6
"2288906",212405,1,9,44,56,11799.29,1,30.8
"2288907",212405,1,9,44,41,9342.52,1,131.9
"2288908",212420,1,9,44,41,12684.96,1,131.9
"2288909",212405,1,9,44,34,7450.05,1,47.5
"2288912",212405,1,9,44,35,9349.62,1,130.8
"2289041",212420,1,9,44,57,12384.38,1,131.9
"2289049",212405,1,9,44,49,11748.23,1,22.4
"2289050",212405,1,9,44,49,12911.64,1,131.9
"2289053",212405,1,9,44,31,9250.42,1,27.9
"2289054",212405,1,9,44,37,8669.57,1,131.9
"2289055",212405,1,9,44,38,6840.97,1,69.6
"2289056",212405,1,9,44,41,11873.16,1,40.3
"2289057",212420,1,9,44,35,9392.26,1,131.9
"2289058",212405,1,9,44,35,7374.05,1,10.9
"2289059",212405,1,9,44,36,7499.67,1,51.8
"2289061",212405,1,9,44,31,10109.1,1,15.2
"2289062",212405,1,9,44,39,7458.01,1,110.2
"2289063",212420,1,9,44,42,7459.29,1,51.6
"2289064",212405,1,9,44,50,7859.94,1,69.9
"2289233",212405,1,9,44,53,11737.86,1,125.6
"2289235",212405,1,9,44,33,7105.84,1,30.2
"2289237",212405,1,9,44,33,11670.19,1,131.9
"2289240",212405,1,9,44,37,11737.86,1,131.9
"2289318",212405,1,9,44,29,7437.15,1,52.9
"2289323",212420,1,9,44,51,8373.01,1,11.9
"2289326",212405,1,9,44,46,3456.23,1,11.9
"2289330",212405,1,9,40,36,20467.41,1,142.6
"2289337",212405,1,9,44,29,1853.7,1,13.8
"2289353",212405,1,9,40,27,6279.3,1,64.9
"2289365",212405,1,9,40,29,5196.94,1,29.8
"2289393",212405,1,9,40,41,7274.25,1,26.8
"2289439",212405,1,9,44,38,5800,1,1.9
"2289546",212405,1,9,43,33,5731.48,1,203.6
"2289553",212420,1,9,44,20,1752.35,1,5.1
"2289623",212420,1,9,4,29,273.78,1,43.9
"2289645",212405,1,9,44,36,2037.91,1,7.1
"2289649",212420,1,9,44,32,2135.72,1,64.5
"2289745",212405,1,9,40,29,5066.78,1,30.8
"2289748",212405,1,9,40,31,5395.62,1,29.7
"2289766",212405,1,9,40,25,4494.6,1,31
"2289810",212420,1,9,44,33,6691.37,1,20.9
"2289856",212405,1,9,44,26,2413.65,1,0.8
"2289861",212405,1,9,44,31,2267.22,1,25.9
"2289877",212405,1,9,44,28,3797.63,1,75.4
"2289895",212405,1,9,44,29,3499.28,1,6.7
"2289973",212420,1,9,40,30,1921.93,1,10.9
"2290006",212405,1,9,44,32,6369.26,1,19.9
"2290041",212405,1,9,44,26,4533.64,1,67.9
"2290056",212405,1,9,44,28,3591.56,1,38
"2290057",212405,1,9,44,28,3703.48,1,54.9
"2290062",212410,1,9,44,24,2068.65,1,1.9
"2290087",212410,1,9,44,22,3397.44,1,46.7
"2290097",212405,1,9,44,31,1748.87,1,14.1
"2290101",212405,1,9,44,23,2144.42,1,11.8
"2290111",212405,1,9,44,35,4350.56,1,79.4
"2290126",212405,1,9,44,36,7282.78,1,18.7
"2290191",212405,1,9,44,47,7000.09,1,20.9
"2290283",212405,1,9,44,28,3200.82,1,16.4
"2290291",212420,1,9,44,32,2989.78,1,25.4
"2290347",212405,1,9,44,26,347.5,1,8.9
"2290420",212405,1,9,44,30,7312.83,1,85.6
"2290571",212405,1,9,44,50,10803.98,1,92.2
"2290572",212405,1,9,44,48,9512.03,1,131.9
"2290574",212405,1,9,44,47,7481.61,1,35.9
"2290581",212405,1,9,44,38,9348.39,1,79.5
"2290582",212405,1,9,44,34,9555.23,1,45.8
"2290583",212405,1,9,44,33,9372.08,1,29.9
"2290584",212405,1,9,44,31,8673.83,1,25.4
"2290710",212405,1,9,44,43,7450.65,1,35.9
"2290713",212420,1,9,44,50,12849.88,1,131.9
"2290718",212405,1,9,44,31,8534.82,1,69.9
"2290720",212405,1,9,44,32,9444.91,1,131.9
"2290721",212405,1,9,44,33,11544.25,1,131.9
"2290838",212420,1,9,44,30,4549.98,1,4.7
"2290841",212405,1,9,44,50,9348.39,1,35.9
"2290844",212405,1,9,44,49,12907.6,1,131.9
"2290850",212420,1,9,44,35,10118.95,1,131.9
"2290853",212405,1,9,44,41,11418.75,1,93.3
"2290854",212405,1,9,44,32,7545.2,1,107.9
"2290855",212405,1,9,44,35,8730.87,1,29.9
"2290856",212405,1,9,44,39,9292.56,1,116.7
"2290903",212405,1,9,40,39,5546.48,1,29.9
"2290908",212405,1,9,40,30,4749.61,1,31
"2290957",212405,1,9,44,43,9336.22,1,69.9
"2290961",212420,1,9,44,43,12486.61,1,131.9
"2290962",212420,1,9,44,42,9001.48,1,131.9
"2290966",212405,1,9,44,34,10257.17,1,73.6
"2291066",212405,1,9,40,26,5203.64,1,25.9
"2291107",212405,1,9,44,38,12210.38,1,45.4
"2291237",212410,1,9,44,30,1679.83,1,1.9
"2291338",212405,1,9,44,37,8547.42,1,56.9
"2291431",212420,1,9,40,27,3233.66,1,40.5
"2291511",212405,1,9,44,30,1082.44,1,1.9
"2291519",212420,1,9,44,32,8823.12,1,92.5
"2291765",212405,1,9,44,26,2133.33,1,16.3
"2291787",212405,1,9,44,27,3280.13,1,44.9
"2292005",212405,1,9,44,38,11787.72,1,131.9
"2292008",212420,1,9,44,41,12842.65,1,76.7
"2292009",212405,1,9,44,36,11767.69,1,131.9
"2292010",212405,1,9,44,40,7235.93,1,69.6
"2292015",212405,1,9,44,37,11658.28,1,35.9
"2292016",212405,1,9,44,35,13180.07,1,131.9
"2292252",212405,1,9,44,37,10873.87,1,73.4
"2292253",212420,1,9,44,40,9436.75,1,131.9
"2292254",212405,1,9,44,36,9809.65,1,59.6
"2292256",212420,1,9,44,38,11799.93,1,131.9
"2292257",212405,1,9,44,40,9391.12,1,131.9
"2292367",212405,1,9,42,21,4037.53,1,47.6
"2292372",212405,1,9,44,38,7214.57,1,27.9
"2292373",212405,1,9,44,37,9356.17,1,77.8
"2292374",212405,1,9,44,37,8644.52,1,79.5
"2292375",212405,1,9,44,42,11813.68,1,35.9
"2292376",212405,1,9,44,39,9290.8,1,85.7
"2292387",212405,1,9,44,33,10779.12,1,78.9
"2292388",212405,1,9,44,32,7314.63,1,30.4
"2292466",212405,1,9,44,37,7408.84,1,40.6
"2292469",212405,1,9,44,38,11966.65,1,92.2
"2292475",212405,1,9,44,36,9348.39,1,51.4
"2292476",212405,1,9,44,30,6074.71,1,39.9
"2292539",212405,1,9,44,26,2773.03,1,16.6
"2292546",212405,1,9,43,32,4887.58,1,36.7
"2292566",212420,1,9,44,29,3691.12,1,8.8
"2292567",212405,1,9,44,24,2669.53,1,4.5
"2292570",212405,1,9,44,41,3733.62,1,7.1
"2292633",212405,1,9,44,45,5467.21,1,20.9
"2292776",212405,1,9,44,42,9831.47,1,20.8
"2292781",212405,1,9,44,47,12412.55,1,131.9
"2292783",212405,1,9,44,36,7389.37,1,131.9
"2292784",212405,1,9,44,34,11476.39,1,29.9
"2292785",212420,1,9,44,42,12404.56,1,131.9
"2292786",212420,1,9,44,31,7388.45,1,129.5
"2292788",212405,1,9,44,29,7381.96,1,15.9
"2292789",212405,1,9,44,35,9076.49,1,17.9
"2292792",212405,1,9,44,24,8423.25,1,29.7
"2292794",212405,1,9,44,36,8760.69,1,35.9
"2292795",212405,1,9,44,32,6643.46,1,27.3
"2292865",212405,1,9,40,35,3089.32,1,15.6
"2292951",212405,1,9,44,42,12521.67,1,131.9
"2292953",212420,1,9,44,42,12751.79,1,131.9
"2292955",212405,1,9,44,40,11738.27,1,131.9
"2292956",212405,1,9,44,39,11737.86,1,131.9
"2292957",212405,1,9,44,51,9206.8,1,54.6
"2292960",212405,1,9,44,29,7612.06,1,32.8
"2292971",212405,1,9,44,25,4961.47,1,78.3
"2293074",212405,1,9,44,46,9183.27,1,131.9
"2293078",212405,1,9,44,41,13145.17,1,131.9
"2293082",212405,1,9,44,33,9307.15,1,31.1
"2293083",212405,1,9,44,30,6869.88,1,48.9
"2293084",212405,1,9,44,31,11786.68,1,131.9
"2293205",212405,1,9,44,35,3391.23,1,45.9
"2293208",212405,1,9,44,29,2175.7,1,7.9
"2293217",212420,1,9,44,40,10416.2,1,131.9
"2293219",212405,1,9,44,39,7408.31,1,131.9
"2293222",212420,1,9,44,41,7449.31,1,131.9
"2293233",212405,1,9,44,33,9237.96,1,66.8
"2293236",212405,1,9,44,37,11997.74,1,35.7
"2293385",212420,1,9,44,32,3086.28,1,65.9
"2293402",212415,1,9,40,29,2024.57,1,2.4
"2293404",212405,1,9,44,25,3345.27,1,40.9
"2293458",212405,1,9,44,34,2097.35,1,12.8
"2293534",212405,1,9,43,34,5524.78,1,9.9
"2293591",212410,1,9,40,47,11012.99,1,164.6
"2293701",212405,1,9,40,32,5205.66,1,29.9
"2293710",212405,1,9,40,31,6098.52,1,79.1
"2293712",212405,1,9,40,31,6162.37,1,65
"2293714",212405,1,9,40,34,6355.84,1,70.9
"2293732",212415,1,9,40,34,7158.57,1,33.6
"2293737",212415,1,9,40,33,5039.63,1,39.8
"2293788",212405,1,9,44,39,3525,1,46.7
"2293792",212405,1,9,44,39,7440.84,1,113.9
"2293795",212410,1,9,44,24,3490.86,1,15.3
"2293797",212405,1,9,44,25,2914.93,1,51.5
"2293823",212405,1,9,44,32,4351.63,1,0.8
"2293830",212405,1,9,44,25,2245.04,1,10.6
"2293831",212405,1,9,44,27,2094.3,1,0.3
"2293878",212405,1,9,44,36,4661.8,1,5.9
"2293887",212405,1,9,44,27,1818.31,1,14.1
"2293895",212405,1,9,44,31,3182.6,1,33.4
"2293942",212410,1,9,44,33,4616.03,1,8.8
"2293943",212405,1,9,44,37,2052.29,1,17.9
"2293965",212405,1,9,44,28,2712.4,1,39.7
"2293981",212405,1,9,44,30,3296.38,1,140.9
"2293993",212405,1,9,40,53,5871.14,1,79.6
"2294033",212420,1,9,44,24,2774.16,1,17.4
"2294061",212420,1,9,44,40,7026.54,1,157.9
"2294152",212405,1,9,40,32,2583.33,1,19.5
"2294192",212405,1,9,40,25,4241.77,1,9.9
"2294198",212405,1,9,44,46,7238.57,1,95.9
"2294209",212405,1,9,40,29,2158.87,1,9.9
"2294210",212405,1,9,40,30,4224.05,1,5.8
"2294211",212420,1,9,40,24,1897.14,1,8.8
"2294217",212420,1,9,40,36,6129.31,1,81
"2294236",212410,1,9,40,30,5416.15,1,34.6
"2294237",212405,1,9,40,27,7039.6,1,68.6
"2294241",212420,1,9,40,30,3061.79,1,34.2
"2294243",212405,1,9,40,29,5140.74,1,69.2
"2294255",212405,1,9,40,42,9450.85,1,51.5
"2294264",212405,1,9,40,27,4945.96,1,28.4
"2294265",212405,1,9,40,40,6779.17,1,62.4
"2294290",212405,1,9,44,36,2854.88,1,20.8
"2294432",212420,1,9,44,30,1797.14,1,56.4
"2294433",212405,1,9,44,30,2556.79,1,70.3
"2294438",212405,1,9,44,28,6559.97,1,104.9
"2294442",212410,1,9,44,28,4692.98,1,18.9
"2294443",212405,1,9,44,27,3501.33,1,8.8
"2294444",212410,1,9,44,27,3339.58,1,29.3
"2294471",212420,1,9,42,29,1361.13,1,50.2
"2294473",212405,1,9,44,27,2108.95,1,116.9
"2294474",212405,1,9,42,27,3374.82,1,117.9
"2294475",212420,1,9,42,25,1187,1,5.9
"2294476",212420,1,9,44,23,1213.61,1,25.8
"2294477",212405,1,9,44,28,6755.5,1,3.8
"2294479",212405,1,9,44,30,4192.69,1,14.8
"2294481",212405,1,9,44,24,4196.99,1,47.5
"2294486",212405,1,9,44,29,3388,1,11.6
"2294509",212415,1,9,40,34,4588.66,1,82.9
"2294523",212415,1,9,40,28,6770.91,1,15.9
"2294526",212415,1,9,40,27,3321.3,1,28.4
"2294528",212415,1,9,40,25,4096.47,1,69.9
"2294549",212415,1,9,40,30,7771.25,1,71.6
"2294554",212405,1,9,40,31,8186.36,1,67.2
"2294558",212415,1,9,40,27,4893.41,1,19.8
"2294568",212415,1,9,40,30,3243.67,1,17.8
"2294571",212405,1,9,42,20,1302.92,1,29.2
"2294572",212420,1,9,44,22,1329.82,1,33.8
"2294574",212405,1,9,42,29,3703.85,1,123.9
"2294704",212420,1,9,40,46,2888.74,1,3.1
"2294705",212405,1,9,40,35,4724.04,1,53.1
"2294706",212405,1,9,44,30,3801.34,1,38.9
"2294708",212405,1,9,40,30,2826.81,1,24.5
"2294709",212405,1,9,40,27,3615.49,1,41.1
"2294710",212405,1,9,44,28,3243.95,1,1.4
"2294753",212405,1,9,40,27,4226.82,1,46.4
"2294852",212405,1,9,44,27,2204.21,1,53.8
"2294900",212405,1,9,40,37,6836.98,1,61.4
"2294941",212405,1,9,40,36,5832.62,1,31.8
"2295097",212405,1,9,40,42,10508.63,1,79.2
"2295194",212405,1,9,40,43,5587.82,1,29.9
"2295272",212405,1,9,40,32,4676.7,1,22.9
"2295274",212405,1,9,40,34,6509.22,1,106.9
"2295396",212405,1,9,44,36,3611.36,1,10.9
"2295398",212405,1,9,44,32,3602.08,1,21.9
"2295399",212405,1,9,44,28,3706.11,1,71.9
"2295465",212415,1,9,40,36,10036.08,1,77.8
"2295518",212405,1,9,44,33,4961.86,1,35.9
"2295661",212405,1,9,44,29,5595.04,1,35.9
"2295662",212405,1,9,44,33,6190.8,1,35.9
"2295665",212405,1,9,44,27,4288.01,1,35.9
"2295910",212420,1,9,40,33,4271.82,1,11.8
"2295911",212420,1,9,40,31,4943.75,1,11.8
"2295949",212420,1,9,44,24,1253.52,1,15.9
